Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST_143,PROD_30,Food,452,2024-04-03
CUST_428,PROD_18,Clothing,33,2024-11-08
CUST_382,PROD_21,Food,227,2024-05-20
CUST_206,PROD_42,Food,428,2024-09-30
CUST_443,PROD_41,Toys,137,2024-04-22
CUST_317,PROD_18,Clothing,323,2024-04-24
CUST_379,PROD_4,Clothing,470,2024-11-30
CUST_472,PROD_16,Clothing,116,2025-03-02
CUST_89,PROD_31,Clothing,147,2024-08-26
CUST_170,PROD_6,Home,244,2024-09-02
CUST_481,PROD_45,Home,58,2024-05-21
CUST_170,PROD_34,Toys,482,2024-03-25
CUST_31,PROD_18,Toys,313,2025-02-19
CUST_111,PROD_22,Food,178,2024-10-10
CUST_321,PROD_47,Toys,428,2024-12-08
CUST_247,PROD_4,Electronics,101,2024-06-20
CUST_387,PROD_11,Electronics,199,2025-01-19
CUST_291,PROD_4,Toys,446,2024-12-18
CUST_254,PROD_18,Home,374,2024-05-26
CUST_164,PROD_15,Clothing,128,2024-12-16
CUST_69,PROD_32,Toys,226,2024-03-12
CUST_315,PROD_4,Clothing,204,2025-01-07
CUST_493,PROD_33,Electronics,123,2024-09-18
CUST_242,PROD_15,Toys,437,2024-12-18
CUST_245,PROD_9,Clothing,123,2024-05-02
CUST_44,PROD_24,Food,255,2024-12-21
CUST_289,PROD_16,Food,63,2024-04-28
CUST_1,PROD_15,Toys,283,2025-02-11
CUST_385,PROD_18,Home,67,2024-08-30
CUST_361,PROD_21,Toys,488,2024-09-16
CUST_362,PROD_5,Food,194,2024-06-22
CUST_6,PROD_38,Home,332,2024-08-20
CUST_358,PROD_8,Toys,292,2024-12-26
CUST_447,PROD_32,Toys,456,2024-06-13
CUST_250,PROD_17,Clothing,44,2024-05-27
CUST_362,PROD_26,Clothing,49,2024-03-10
CUST_301,PROD_20,Clothing,138,2024-08-01
CUST_177,PROD_1,Clothing,160,2024-06-29
CUST_78,PROD_29,Clothing,266,2024-05-18
CUST_55,PROD_2,Food,406,2024-05-13
CUST_415,PROD_22,Home,246,2024-06-24
CUST_12,PROD_5,Food,306,2024-03-07
CUST_86,PROD_37,Food,87,2024-07-26
CUST_119,PROD_16,Home,184,2024-12-17
CUST_43,PROD_46,Electronics,100,2024-08-29
CUST_184,PROD_6,Clothing,148,2025-01-23
CUST_8,PROD_3,Home,470,2024-10-10
CUST_251,PROD_1,Home,424,2024-08-26
CUST_37,PROD_18,Food,364,2024-06-13
CUST_57,PROD_18,Clothing,397,2024-12-13
CUST_316,PROD_19,Home,469,2025-01-04
CUST_128,PROD_22,Home,187,2024-09-29
CUST_376,PROD_48,Home,456,2024-09-08
CUST_366,PROD_10,Toys,155,2024-03-30
CUST_312,PROD_37,Home,167,2024-11-04
CUST_72,PROD_45,Toys,370,2024-11-08
CUST_32,PROD_3,Electronics,161,2025-02-19
CUST_28,PROD_18,Clothing,296,2024-06-02
CUST_411,PROD_18,Home,403,2024-11-06
CUST_3,PROD_39,Toys,161,2024-03-27
CUST_441,PROD_5,Electronics,240,2024-04-05
CUST_457,PROD_22,Food,281,2024-06-23
CUST_136,PROD_13,Food,201,2024-07-07
CUST_359,PROD_36,Toys,287,2024-10-12
CUST_255,PROD_12,Clothing,107,2024-08-31
CUST_273,PROD_26,Food,485,2024-03-20
CUST_162,PROD_17,Clothing,206,2024-09-26
CUST_45,PROD_33,Food,443,2025-02-04
CUST_333,PROD_10,Food,445,2024-07-13
CUST_361,PROD_47,Clothing,277,2024-09-01
CUST_479,PROD_23,Clothing,300,2024-11-08
CUST_330,PROD_5,Home,256,2025-01-23
CUST_130,PROD_29,Home,483,2024-08-11
CUST_223,PROD_28,Clothing,133,2024-10-13
CUST_393,PROD_1,Home,17,2024-03-17
CUST_156,PROD_43,Toys,465,2024-08-16
CUST_200,PROD_32,Electronics,121,2024-05-09
CUST_154,PROD_32,Home,484,2024-10-19
CUST_287,PROD_8,Clothing,226,2024-08-17
CUST_391,PROD_38,Food,360,2024-12-22
CUST_201,PROD_45,Food,49,2024-06-29
CUST_352,PROD_2,Clothing,238,2024-09-13
CUST_183,PROD_20,Toys,67,2025-02-01
CUST_481,PROD_19,Food,194,2024-10-01
CUST_109,PROD_39,Clothing,232,2024-11-24
CUST_199,PROD_2,Toys,248,2024-08-19
CUST_440,PROD_17,Toys,157,2024-03-09
CUST_352,PROD_42,Home,421,2024-09-02
CUST_390,PROD_1,Clothing,355,2025-02-20
CUST_132,PROD_25,Home,233,2024-05-16
CUST_232,PROD_46,Home,69,2025-02-25
CUST_420,PROD_7,Electronics,6,2024-10-26
CUST_106,PROD_6,Electronics,288,2024-10-06
CUST_52,PROD_49,Toys,24,2024-09-06
CUST_341,PROD_50,Food,395,2024-07-17
CUST_406,PROD_35,Food,16,2024-05-05
CUST_296,PROD_13,Food,366,2025-01-15
CUST_446,PROD_30,Clothing,428,2024-03-12
CUST_310,PROD_39,Home,478,2025-02-15
CUST_302,PROD_26,Food,47,2024-07-01
CUST_104,PROD_2,Toys,314,2024-07-23
CUST_232,PROD_6,Home,423,2024-08-19
CUST_187,PROD_7,Food,39,2024-05-02
CUST_327,PROD_50,Food,42,2024-08-14
CUST_56,PROD_38,Home,316,2024-04-17
CUST_25,PROD_44,Food,386,2025-01-23
CUST_163,PROD_47,Home,39,2024-09-29
CUST_171,PROD_31,Electronics,255,2024-12-18
CUST_325,PROD_49,Toys,60,2024-07-20
CUST_211,PROD_41,Home,201,2024-09-18
CUST_2,PROD_28,Toys,296,2024-04-05
CUST_59,PROD_47,Home,473,2024-11-09
CUST_311,PROD_26,Clothing,9,2024-09-03
CUST_376,PROD_6,Electronics,115,2024-05-06
CUST_55,PROD_9,Clothing,5,2024-12-28
CUST_258,PROD_1,Toys,216,2024-12-17
CUST_67,PROD_25,Electronics,112,2025-03-01
CUST_53,PROD_7,Toys,23,2024-06-07
CUST_168,PROD_26,Home,196,2024-05-27
CUST_30,PROD_10,Home,490,2024-12-06
CUST_22,PROD_35,Clothing,107,2024-05-02
CUST_80,PROD_28,Toys,330,2024-10-16
CUST_203,PROD_34,Home,449,2024-03-31
CUST_231,PROD_15,Electronics,329,2024-12-20
CUST_354,PROD_22,Electronics,99,2024-05-25
CUST_3,PROD_12,Electronics,116,2024-08-20
CUST_47,PROD_17,Clothing,365,2024-03-27
CUST_146,PROD_14,Food,435,2024-09-03
CUST_109,PROD_7,Clothing,327,2024-11-30
CUST_433,PROD_30,Electronics,178,2024-12-20
CUST_429,PROD_17,Home,298,2024-11-12
CUST_3,PROD_49,Electronics,36,2024-03-26
CUST_449,PROD_36,Clothing,399,2024-07-24
CUST_455,PROD_44,Electronics,350,2024-06-06
CUST_144,PROD_12,Clothing,335,2024-05-09
CUST_484,PROD_1,Toys,329,2024-07-01
CUST_409,PROD_48,Electronics,454,2024-04-22
CUST_85,PROD_46,Food,121,2024-05-11
CUST_34,PROD_47,Electronics,280,2024-12-02
CUST_248,PROD_4,Electronics,499,2025-01-24
CUST_421,PROD_31,Food,302,2024-10-29
CUST_16,PROD_12,Food,391,2024-12-27
CUST_255,PROD_12,Toys,175,2024-08-30
CUST_86,PROD_1,Home,396,2024-08-12
CUST_319,PROD_27,Electronics,482,2024-08-03
CUST_372,PROD_32,Toys,413,2024-07-07
CUST_34,PROD_20,Food,157,2024-05-12
CUST_355,PROD_26,Clothing,189,2025-02-09
CUST_445,PROD_20,Food,428,2025-02-06
CUST_281,PROD_42,Food,316,2024-04-14
CUST_428,PROD_2,Food,339,2024-10-18
CUST_250,PROD_32,Home,187,2024-04-15
CUST_193,PROD_43,Electronics,275,2024-04-30
CUST_419,PROD_36,Electronics,281,2024-06-27
CUST_351,PROD_27,Food,391,2024-09-08
CUST_213,PROD_49,Clothing,100,2024-05-25
CUST_344,PROD_30,Electronics,283,2024-11-02
CUST_5,PROD_33,Home,417,2025-01-31
CUST_458,PROD_6,Home,266,2025-02-04
CUST_414,PROD_39,Home,354,2024-04-24
CUST_239,PROD_27,Food,377,2024-05-31
CUST_151,PROD_19,Clothing,467,2024-07-10
CUST_260,PROD_38,Home,101,2025-01-22
CUST_412,PROD_13,Home,439,2024-11-15
CUST_440,PROD_26,Food,457,2024-06-12
CUST_149,PROD_37,Clothing,77,2024-07-30
CUST_16,PROD_14,Food,319,2024-05-13
CUST_339,PROD_42,Clothing,153,2024-07-15
CUST_469,PROD_22,Clothing,332,2024-07-10
CUST_31,PROD_17,Toys,159,2024-04-27
CUST_243,PROD_37,Electronics,498,2024-05-11
CUST_162,PROD_35,Clothing,12,2024-08-02
CUST_56,PROD_43,Electronics,293,2024-09-11
CUST_73,PROD_10,Food,46,2024-04-21
CUST_57,PROD_31,Toys,412,2024-11-09
CUST_52,PROD_47,Electronics,248,2024-07-04
CUST_432,PROD_16,Food,205,2024-05-04
CUST_213,PROD_37,Home,281,2024-09-24
CUST_104,PROD_4,Toys,482,2024-08-20
CUST_31,PROD_34,Clothing,286,2024-12-19
CUST_139,PROD_12,Toys,350,2024-12-13
CUST_429,PROD_30,Electronics,350,2024-12-28
CUST_77,PROD_24,Home,224,2025-02-06
CUST_285,PROD_29,Electronics,245,2024-06-21
CUST_23,PROD_11,Clothing,54,2024-10-06
CUST_317,PROD_50,Electronics,357,2024-06-18
CUST_121,PROD_13,Electronics,323,2024-11-20
CUST_253,PROD_28,Toys,230,2024-04-29
CUST_27,PROD_27,Clothing,407,2024-11-19
CUST_109,PROD_10,Clothing,410,2025-02-12
CUST_276,PROD_31,Home,318,2024-05-10
CUST_115,PROD_3,Home,262,2025-02-01
CUST_249,PROD_20,Food,387,2024-08-23
CUST_149,PROD_32,Clothing,138,2024-10-06
CUST_271,PROD_27,Home,33,2025-01-25
CUST_354,PROD_24,Home,169,2024-07-12
CUST_397,PROD_5,Clothing,194,2024-04-01
CUST_209,PROD_34,Electronics,491,2024-04-27
CUST_427,PROD_2,Food,426,2024-03-25
CUST_144,PROD_50,Electronics,89,2025-02-25
CUST_97,PROD_49,Food,154,2024-07-27
CUST_458,PROD_26,Toys,396,2024-10-29
CUST_365,PROD_17,Toys,377,2024-04-27
CUST_178,PROD_49,Toys,97,2024-03-12
CUST_157,PROD_26,Electronics,121,2024-04-17
CUST_347,PROD_11,Electronics,425,2025-01-15
CUST_111,PROD_16,Electronics,324,2024-12-22
CUST_462,PROD_42,Electronics,495,2024-06-02
CUST_41,PROD_32,Clothing,35,2024-12-16
CUST_39,PROD_17,Food,380,2024-12-24
CUST_250,PROD_36,Electronics,94,2024-11-29
CUST_67,PROD_46,Food,24,2024-12-21
CUST_125,PROD_21,Clothing,179,2024-09-28
CUST_96,PROD_3,Electronics,379,2024-12-06
CUST_138,PROD_45,Home,185,2025-01-26
CUST_204,PROD_41,Food,415,2024-04-21
CUST_424,PROD_36,Clothing,358,2025-02-06
CUST_426,PROD_38,Clothing,471,2024-09-18
CUST_213,PROD_33,Clothing,411,2024-06-19
CUST_160,PROD_33,Home,454,2024-11-13
CUST_4,PROD_18,Clothing,22,2024-09-28
CUST_177,PROD_18,Clothing,341,2024-09-25
CUST_484,PROD_27,Toys,396,2024-06-05
CUST_446,PROD_4,Food,418,2024-07-10
CUST_70,PROD_2,Clothing,190,2024-07-17
CUST_173,PROD_18,Toys,478,2024-05-31
CUST_342,PROD_39,Clothing,448,2025-02-24
CUST_256,PROD_19,Clothing,106,2025-02-16
CUST_128,PROD_11,Electronics,414,2024-09-07
CUST_195,PROD_49,Toys,351,2025-02-04
CUST_396,PROD_13,Food,127,2024-03-03
CUST_20,PROD_24,Home,59,2024-10-15
CUST_210,PROD_41,Home,240,2024-03-31
CUST_274,PROD_41,Home,363,2024-11-06
CUST_241,PROD_40,Home,311,2024-03-18
CUST_317,PROD_46,Electronics,346,2024-12-10
CUST_232,PROD_21,Toys,261,2025-02-27
CUST_429,PROD_28,Food,495,2024-06-27
CUST_458,PROD_25,Toys,172,2025-01-03
CUST_435,PROD_22,Food,221,2025-02-02
CUST_131,PROD_44,Home,490,2024-06-26
CUST_93,PROD_14,Home,480,2024-05-29
CUST_123,PROD_36,Home,163,2025-01-15
CUST_63,PROD_13,Clothing,180,2025-02-24
CUST_269,PROD_46,Home,141,2024-09-22
CUST_316,PROD_38,Toys,493,2024-08-15
CUST_87,PROD_10,Home,424,2025-01-11
CUST_42,PROD_22,Home,267,2024-10-06
CUST_421,PROD_30,Food,162,2024-11-25
CUST_475,PROD_49,Home,111,2025-02-28
CUST_3,PROD_18,Electronics,183,2024-09-23
CUST_233,PROD_47,Home,63,2024-09-11
CUST_425,PROD_29,Electronics,200,2024-07-24
CUST_306,PROD_16,Clothing,280,2024-04-24
CUST_192,PROD_1,Electronics,95,2024-06-28
CUST_67,PROD_1,Toys,500,2024-05-31
CUST_215,PROD_44,Electronics,149,2024-10-28
CUST_69,PROD_5,Toys,128,2024-05-14
CUST_99,PROD_41,Toys,139,2024-11-12
CUST_292,PROD_43,Food,160,2024-08-03
CUST_186,PROD_10,Clothing,485,2024-05-16
CUST_121,PROD_4,Home,284,2024-07-01
CUST_181,PROD_21,Toys,395,2024-04-23
CUST_227,PROD_47,Electronics,209,2024-03-07
CUST_380,PROD_37,Home,288,2024-03-19
CUST_97,PROD_35,Food,255,2024-11-10
CUST_319,PROD_15,Food,430,2024-11-15
CUST_468,PROD_47,Toys,426,2025-01-10
CUST_199,PROD_42,Electronics,318,2024-03-26
CUST_105,PROD_21,Electronics,466,2024-09-24
CUST_32,PROD_48,Home,192,2025-01-20
CUST_60,PROD_32,Home,64,2024-09-11
CUST_426,PROD_4,Electronics,83,2025-01-13
CUST_288,PROD_19,Electronics,454,2024-05-09
CUST_205,PROD_32,Electronics,63,2024-11-02
CUST_424,PROD_4,Food,198,2024-09-05
CUST_195,PROD_31,Home,170,2024-09-11
CUST_323,PROD_21,Home,413,2024-11-24
CUST_440,PROD_40,Toys,336,2024-08-04
CUST_93,PROD_47,Toys,402,2024-11-04
CUST_84,PROD_1,Electronics,439,2024-06-01
CUST_179,PROD_47,Clothing,195,2024-12-25
CUST_459,PROD_35,Toys,456,2025-02-06
CUST_123,PROD_17,Clothing,354,2024-03-13
CUST_40,PROD_15,Toys,416,2025-01-11
CUST_104,PROD_12,Food,329,2024-10-21
CUST_486,PROD_50,Electronics,171,2024-05-12
CUST_323,PROD_1,Food,429,2024-06-08
CUST_294,PROD_29,Toys,79,2024-11-05
CUST_393,PROD_48,Toys,19,2024-05-27
CUST_284,PROD_17,Food,422,2025-02-27
CUST_441,PROD_39,Home,343,2024-12-10
CUST_427,PROD_23,Food,414,2025-01-28
CUST_251,PROD_24,Electronics,97,2024-10-15
CUST_243,PROD_21,Toys,173,2024-04-08
CUST_269,PROD_35,Food,498,2024-12-22
CUST_464,PROD_34,Home,226,2025-01-06
CUST_316,PROD_38,Home,179,2024-11-18
CUST_90,PROD_2,Home,129,2024-09-04
CUST_376,PROD_46,Electronics,261,2024-10-31
CUST_22,PROD_22,Food,167,2024-05-25
CUST_349,PROD_33,Toys,247,2024-11-24
CUST_250,PROD_16,Clothing,237,2024-06-06
CUST_227,PROD_37,Toys,166,2024-08-20
CUST_8,PROD_36,Clothing,427,2024-11-04
CUST_7,PROD_36,Food,436,2024-03-25
CUST_401,PROD_34,Home,222,2025-01-16
CUST_363,PROD_4,Clothing,14,2024-08-29
CUST_53,PROD_33,Food,360,2024-09-01
CUST_261,PROD_12,Electronics,28,2024-12-24
CUST_246,PROD_20,Toys,281,2025-01-27
CUST_51,PROD_50,Clothing,108,2024-05-06
CUST_89,PROD_9,Food,220,2025-01-16
CUST_456,PROD_31,Clothing,363,2025-01-10
CUST_403,PROD_19,Clothing,87,2024-07-30
CUST_428,PROD_10,Clothing,439,2024-10-07
CUST_100,PROD_11,Toys,297,2024-06-14
CUST_414,PROD_34,Home,40,2024-11-06
CUST_433,PROD_28,Clothing,477,2024-07-16
CUST_29,PROD_10,Electronics,448,2024-10-23
CUST_265,PROD_35,Toys,299,2025-02-27
CUST_421,PROD_21,Clothing,263,2024-07-23
CUST_142,PROD_20,Clothing,135,2024-08-02
CUST_200,PROD_20,Electronics,265,2025-02-16
CUST_58,PROD_36,Clothing,67,2024-10-05
CUST_103,PROD_11,Food,417,2024-07-12
CUST_425,PROD_8,Electronics,146,2024-11-24
CUST_414,PROD_26,Clothing,163,2024-08-03
CUST_326,PROD_33,Home,54,2024-11-16
CUST_342,PROD_26,Home,295,2024-12-21
CUST_97,PROD_14,Food,117,2024-05-17
CUST_338,PROD_17,Food,192,2024-05-02
CUST_260,PROD_34,Electronics,115,2024-10-26
CUST_40,PROD_21,Home,360,2024-05-04
CUST_10,PROD_15,Home,128,2024-11-16
CUST_312,PROD_30,Clothing,6,2025-02-22
CUST_409,PROD_20,Home,206,2024-05-16
CUST_18,PROD_11,Electronics,56,2025-01-28
CUST_273,PROD_34,Home,144,2024-04-29
CUST_285,PROD_3,Toys,347,2025-01-18
CUST_280,PROD_28,Clothing,22,2024-12-25
CUST_130,PROD_28,Clothing,155,2024-08-26
CUST_367,PROD_19,Electronics,130,2024-08-17
CUST_495,PROD_29,Clothing,200,2024-06-14
CUST_434,PROD_49,Clothing,485,2024-08-24
CUST_376,PROD_13,Food,20,2024-12-24
CUST_492,PROD_3,Food,218,2024-06-10
CUST_363,PROD_9,Toys,295,2024-09-30
CUST_376,PROD_39,Toys,437,2025-01-16
CUST_42,PROD_30,Toys,236,2024-04-23
CUST_36,PROD_5,Toys,487,2024-11-23
CUST_5,PROD_27,Clothing,72,2024-09-15
CUST_374,PROD_48,Toys,483,2024-06-01
CUST_67,PROD_6,Toys,76,2024-06-07
CUST_150,PROD_42,Toys,321,2025-01-28
CUST_220,PROD_37,Toys,440,2024-07-19
CUST_389,PROD_31,Electronics,295,2024-06-24
CUST_82,PROD_25,Home,497,2024-07-28
CUST_463,PROD_22,Toys,244,2024-06-07
CUST_375,PROD_42,Electronics,394,2024-11-23
CUST_221,PROD_50,Toys,445,2024-08-11
CUST_60,PROD_35,Electronics,460,2024-06-09
CUST_322,PROD_29,Food,81,2024-11-22
CUST_349,PROD_14,Clothing,122,2025-01-20
CUST_282,PROD_33,Food,381,2024-05-29
CUST_59,PROD_45,Electronics,308,2024-07-22
CUST_13,PROD_23,Toys,151,2025-01-20
CUST_334,PROD_29,Food,122,2024-08-25
CUST_482,PROD_19,Electronics,413,2025-02-08
CUST_297,PROD_38,Clothing,366,2024-05-25
CUST_182,PROD_11,Food,355,2024-11-19
CUST_472,PROD_19,Toys,8,2024-10-16
CUST_76,PROD_39,Home,175,2024-06-29
CUST_375,PROD_30,Electronics,440,2024-06-24
CUST_76,PROD_35,Home,114,2024-05-25
CUST_154,PROD_29,Toys,351,2024-07-09
CUST_238,PROD_4,Food,325,2025-01-28
CUST_433,PROD_38,Food,488,2024-05-27
CUST_23,PROD_4,Toys,298,2024-10-12
CUST_68,PROD_1,Clothing,461,2024-09-06
CUST_432,PROD_2,Food,30,2024-04-21
CUST_34,PROD_16,Toys,40,2024-04-26
CUST_61,PROD_5,Electronics,291,2024-04-07
CUST_14,PROD_38,Home,201,2024-11-26
CUST_455,PROD_25,Food,317,2024-07-12
CUST_310,PROD_34,Clothing,215,2024-07-19
CUST_235,PROD_21,Home,317,2024-06-12
CUST_41,PROD_34,Toys,124,2024-07-24
CUST_141,PROD_24,Home,101,2024-05-09
CUST_453,PROD_7,Clothing,157,2024-10-05
CUST_396,PROD_42,Toys,474,2024-08-05
CUST_68,PROD_8,Clothing,346,2024-03-06
CUST_455,PROD_12,Food,120,2024-03-06
CUST_53,PROD_44,Clothing,25,2024-08-13
CUST_271,PROD_11,Home,320,2024-08-29
CUST_328,PROD_35,Electronics,116,2024-05-26
CUST_418,PROD_3,Food,206,2024-07-20
CUST_147,PROD_19,Food,339,2025-01-30
CUST_116,PROD_21,Electronics,103,2025-01-25
CUST_83,PROD_50,Toys,319,2024-08-30
CUST_407,PROD_33,Food,294,2024-08-19
CUST_429,PROD_11,Toys,382,2024-06-23
CUST_72,PROD_43,Clothing,149,2024-10-13
CUST_216,PROD_7,Electronics,414,2025-01-14
CUST_96,PROD_26,Home,29,2024-04-28
CUST_367,PROD_14,Toys,275,2025-01-01
CUST_151,PROD_17,Toys,339,2024-10-12
CUST_451,PROD_32,Food,192,2024-05-14
CUST_4,PROD_31,Electronics,173,2024-08-23
CUST_124,PROD_14,Electronics,285,2024-10-12
CUST_315,PROD_45,Home,46,2024-06-08
CUST_272,PROD_33,Clothing,424,2024-04-19
CUST_300,PROD_20,Home,457,2025-01-12
CUST_440,PROD_12,Food,337,2024-10-28
CUST_424,PROD_46,Clothing,183,2025-02-12
CUST_125,PROD_11,Home,486,2024-08-05
CUST_330,PROD_11,Home,424,2024-10-15
CUST_155,PROD_31,Toys,18,2024-04-02
CUST_92,PROD_2,Toys,69,2024-07-18
CUST_113,PROD_43,Toys,143,2024-07-21
CUST_366,PROD_13,Toys,52,2024-05-06
CUST_122,PROD_5,Home,237,2024-04-10
CUST_42,PROD_19,Electronics,43,2024-08-25
CUST_141,PROD_45,Clothing,381,2024-11-11
CUST_41,PROD_38,Clothing,299,2024-11-28
CUST_25,PROD_22,Home,197,2024-08-03
CUST_470,PROD_1,Clothing,301,2024-05-28
CUST_318,PROD_33,Clothing,46,2024-07-23
CUST_324,PROD_47,Clothing,167,2024-08-31
CUST_378,PROD_26,Toys,170,2025-02-21
CUST_290,PROD_40,Clothing,314,2024-03-26
CUST_446,PROD_27,Home,71,2024-05-12
CUST_10,PROD_46,Toys,70,2025-02-27
CUST_461,PROD_45,Food,223,2025-01-26
CUST_52,PROD_34,Toys,5,2024-03-08
CUST_267,PROD_22,Home,260,2024-06-12
CUST_428,PROD_11,Home,438,2024-11-13
CUST_45,PROD_46,Toys,500,2024-08-22
CUST_47,PROD_33,Home,198,2025-01-28
CUST_73,PROD_36,Electronics,211,2024-04-19
CUST_287,PROD_18,Clothing,105,2024-04-15
CUST_346,PROD_8,Home,370,2024-05-14
CUST_125,PROD_12,Toys,77,2024-09-10
CUST_302,PROD_25,Clothing,230,2024-04-08
CUST_71,PROD_15,Food,199,2024-04-28
CUST_380,PROD_40,Food,405,2024-08-07
CUST_149,PROD_18,Clothing,204,2024-05-28
CUST_59,PROD_20,Electronics,196,2024-04-20
CUST_384,PROD_35,Food,231,2024-07-21
CUST_248,PROD_26,Clothing,151,2024-12-13
CUST_444,PROD_46,Home,101,2024-09-15
CUST_264,PROD_8,Electronics,126,2024-07-15
CUST_193,PROD_34,Toys,345,2025-01-11
CUST_296,PROD_25,Home,138,2024-09-16
CUST_112,PROD_49,Toys,488,2024-10-19
CUST_8,PROD_16,Home,342,2024-10-09
CUST_54,PROD_4,Food,176,2024-11-10
CUST_367,PROD_10,Food,308,2025-01-18
CUST_456,PROD_43,Food,439,2024-05-19
CUST_476,PROD_33,Electronics,164,2024-09-25
CUST_144,PROD_47,Home,19,2024-10-22
CUST_304,PROD_41,Toys,494,2024-11-25
CUST_117,PROD_26,Electronics,316,2025-01-05
CUST_114,PROD_47,Home,418,2025-01-13
