Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
CUST_487,PROD_39,Toys,188,2024-03-27
CUST_322,PROD_26,Home,144,2024-05-04
CUST_381,PROD_33,Electronics,277,2024-10-07
CUST_105,PROD_49,Electronics,428,2024-11-30
CUST_212,PROD_31,Clothing,5,2024-04-07
CUST_493,PROD_42,Clothing,300,2024-05-29
CUST_452,PROD_9,Home,266,2024-10-20
CUST_250,PROD_6,Clothing,404,2024-10-12
CUST_235,PROD_6,Home,402,2024-10-05
CUST_399,PROD_22,Home,23,2025-02-26
CUST_291,PROD_4,Electronics,197,2024-12-12
CUST_177,PROD_9,Clothing,127,2024-06-03
CUST_328,PROD_44,Home,480,2024-10-21
CUST_78,PROD_50,Clothing,263,2024-04-09
CUST_81,PROD_6,Food,431,2024-05-16
CUST_498,PROD_8,Toys,129,2024-05-23
CUST_372,PROD_4,Clothing,128,2024-07-05
CUST_332,PROD_50,Home,141,2024-08-20
CUST_107,PROD_12,Food,345,2024-11-18
CUST_133,PROD_5,Clothing,473,2024-03-24
CUST_198,PROD_43,Electronics,27,2025-01-21
CUST_315,PROD_5,Clothing,361,2024-06-08
CUST_365,PROD_15,Toys,387,2024-09-17
CUST_382,PROD_6,Electronics,257,2024-10-18
CUST_399,PROD_4,Toys,114,2024-12-31
CUST_253,PROD_45,Electronics,200,2025-01-31
CUST_82,PROD_3,Electronics,178,2024-11-25
CUST_459,PROD_44,Toys,35,2024-03-21
CUST_489,PROD_25,Home,301,2024-11-10
CUST_7,PROD_47,Clothing,394,2024-06-02
CUST_395,PROD_14,Clothing,224,2025-01-22
CUST_256,PROD_48,Toys,345,2024-10-31
CUST_295,PROD_21,Home,282,2024-05-27
CUST_26,PROD_8,Food,85,2024-10-30
CUST_277,PROD_49,Electronics,317,2025-01-08
CUST_357,PROD_28,Toys,22,2024-10-14
CUST_329,PROD_25,Electronics,5,2024-06-07
CUST_16,PROD_46,Toys,365,2024-09-25
CUST_25,PROD_20,Clothing,448,2024-04-17
CUST_238,PROD_12,Toys,452,2024-05-29
CUST_378,PROD_16,Toys,208,2025-01-17
CUST_332,PROD_31,Clothing,380,2024-03-15
CUST_120,PROD_2,Electronics,393,2025-02-04
CUST_196,PROD_49,Toys,140,2024-08-28
CUST_269,PROD_11,Food,462,2024-06-11
CUST_47,PROD_17,Food,498,2025-01-01
CUST_397,PROD_30,Food,246,2024-09-23
CUST_20,PROD_7,Home,35,2024-05-06
CUST_203,PROD_1,Clothing,333,2024-04-25
CUST_51,PROD_32,Food,93,2025-02-07
CUST_45,PROD_20,Home,171,2024-11-15
CUST_149,PROD_6,Electronics,124,2024-07-04
CUST_469,PROD_6,Toys,143,2024-11-20
CUST_39,PROD_33,Home,106,2024-06-28
CUST_209,PROD_28,Clothing,127,2024-10-18
CUST_57,PROD_11,Food,352,2024-04-10
CUST_147,PROD_14,Food,409,2024-11-27
CUST_313,PROD_2,Electronics,360,2025-02-13
CUST_221,PROD_3,Food,500,2024-11-24
CUST_499,PROD_17,Electronics,308,2024-11-14
CUST_254,PROD_39,Toys,274,2024-08-07
CUST_165,PROD_18,Toys,9,2024-05-21
CUST_385,PROD_50,Clothing,468,2024-10-24
CUST_134,PROD_27,Home,136,2024-10-20
CUST_452,PROD_37,Electronics,250,2024-04-05
CUST_310,PROD_7,Electronics,474,2024-11-26
CUST_258,PROD_24,Food,281,2024-07-26
CUST_452,PROD_47,Electronics,259,2024-03-13
CUST_104,PROD_30,Home,224,2025-01-17
CUST_426,PROD_10,Food,160,2024-10-14
CUST_456,PROD_26,Home,13,2024-09-03
CUST_279,PROD_16,Clothing,85,2024-12-24
CUST_433,PROD_37,Toys,388,2025-01-22
CUST_230,PROD_32,Electronics,123,2024-12-17
CUST_68,PROD_26,Home,490,2024-04-07
CUST_6,PROD_39,Clothing,300,2024-09-02
CUST_82,PROD_15,Clothing,180,2024-09-16
CUST_173,PROD_18,Home,344,2024-08-04
CUST_202,PROD_13,Electronics,33,2024-06-14
CUST_401,PROD_19,Electronics,474,2024-06-20
CUST_121,PROD_35,Electronics,19,2024-08-07
CUST_385,PROD_23,Food,165,2024-12-14
CUST_106,PROD_9,Home,305,2024-09-25
CUST_115,PROD_28,Home,241,2024-11-12
CUST_358,PROD_42,Food,71,2024-04-10
CUST_288,PROD_34,Clothing,194,2025-02-25
CUST_20,PROD_30,Electronics,181,2024-07-10
CUST_379,PROD_30,Food,154,2024-07-31
CUST_498,PROD_22,Clothing,283,2025-01-29
CUST_392,PROD_17,Home,452,2024-06-05
CUST_420,PROD_4,Electronics,187,2024-09-15
CUST_400,PROD_33,Clothing,350,2024-11-27
CUST_411,PROD_27,Clothing,81,2024-11-14
CUST_28,PROD_13,Food,393,2024-03-05
CUST_227,PROD_38,Clothing,488,2024-05-11
CUST_212,PROD_28,Home,371,2024-09-11
CUST_287,PROD_44,Food,358,2024-11-15
CUST_264,PROD_4,Toys,213,2024-10-29
CUST_409,PROD_38,Toys,486,2024-04-06
CUST_465,PROD_1,Food,487,2024-03-12
CUST_169,PROD_50,Home,411,2024-12-27
CUST_172,PROD_1,Electronics,423,2025-02-28
CUST_186,PROD_21,Food,368,2024-04-21
CUST_267,PROD_3,Food,388,2025-02-19
CUST_328,PROD_40,Toys,42,2024-11-15
CUST_73,PROD_13,Clothing,496,2024-04-20
CUST_134,PROD_7,Toys,137,2024-06-22
CUST_143,PROD_39,Toys,71,2025-02-05
CUST_68,PROD_16,Food,139,2024-04-28
CUST_343,PROD_17,Home,360,2024-10-14
CUST_225,PROD_26,Home,486,2024-05-14
CUST_369,PROD_45,Electronics,88,2024-04-26
CUST_275,PROD_42,Home,205,2024-09-15
CUST_308,PROD_50,Toys,330,2025-01-20
CUST_202,PROD_3,Home,361,2024-09-23
CUST_252,PROD_39,Clothing,9,2024-10-12
CUST_210,PROD_50,Electronics,132,2024-03-06
CUST_99,PROD_7,Toys,421,2024-08-03
CUST_168,PROD_50,Home,70,2024-10-23
CUST_159,PROD_8,Clothing,50,2024-05-23
CUST_117,PROD_50,Food,103,2024-07-04
CUST_97,PROD_46,Electronics,303,2024-03-23
CUST_112,PROD_38,Food,72,2024-12-16
CUST_42,PROD_50,Clothing,189,2024-09-16
CUST_58,PROD_30,Clothing,5,2024-07-25
CUST_362,PROD_32,Home,68,2024-11-13
CUST_460,PROD_7,Electronics,478,2024-03-13
CUST_223,PROD_50,Toys,122,2024-03-28
CUST_291,PROD_25,Toys,222,2024-10-14
CUST_129,PROD_45,Clothing,70,2024-04-24
CUST_361,PROD_8,Electronics,313,2024-03-31
CUST_2,PROD_22,Electronics,341,2024-03-04
CUST_27,PROD_43,Electronics,437,2024-10-18
CUST_199,PROD_2,Electronics,439,2024-05-27
CUST_428,PROD_25,Clothing,7,2024-06-25
CUST_307,PROD_50,Home,249,2024-04-06
CUST_478,PROD_44,Electronics,72,2024-04-09
CUST_36,PROD_41,Home,192,2024-03-02
CUST_366,PROD_43,Home,461,2024-03-31
CUST_79,PROD_6,Toys,367,2024-11-28
CUST_396,PROD_21,Toys,468,2024-12-08
CUST_464,PROD_8,Electronics,385,2024-12-03
CUST_157,PROD_26,Toys,447,2024-06-14
CUST_440,PROD_1,Electronics,114,2024-07-25
CUST_185,PROD_50,Clothing,93,2025-02-26
CUST_316,PROD_6,Home,457,2025-02-06
CUST_136,PROD_23,Toys,198,2024-12-29
CUST_484,PROD_44,Electronics,180,2024-09-25
CUST_282,PROD_20,Toys,145,2024-04-30
CUST_434,PROD_29,Clothing,45,2024-07-21
CUST_474,PROD_15,Food,441,2024-11-07
CUST_327,PROD_22,Food,223,2024-08-14
CUST_97,PROD_2,Food,48,2024-07-04
CUST_382,PROD_39,Home,212,2024-10-02
CUST_436,PROD_40,Clothing,432,2025-01-02
CUST_116,PROD_50,Electronics,307,2024-05-14
CUST_238,PROD_9,Home,264,2024-08-10
CUST_29,PROD_13,Food,124,2024-12-17
CUST_426,PROD_9,Toys,330,2024-08-26
CUST_302,PROD_36,Home,253,2024-12-05
CUST_133,PROD_4,Home,281,2024-11-10
CUST_69,PROD_42,Clothing,134,2024-10-16
CUST_80,PROD_34,Clothing,300,2024-09-17
CUST_20,PROD_33,Toys,457,2024-07-22
CUST_322,PROD_50,Electronics,371,2024-12-16
CUST_438,PROD_29,Electronics,450,2025-01-05
CUST_348,PROD_38,Clothing,92,2024-05-21
CUST_96,PROD_26,Home,194,2024-09-14
CUST_383,PROD_15,Electronics,410,2024-08-10
CUST_333,PROD_9,Clothing,8,2025-02-07
CUST_399,PROD_31,Clothing,39,2024-05-05
CUST_3,PROD_13,Toys,268,2024-04-06
CUST_18,PROD_7,Electronics,58,2025-02-16
CUST_36,PROD_25,Clothing,8,2024-04-09
CUST_181,PROD_10,Clothing,451,2024-08-22
CUST_211,PROD_1,Electronics,46,2024-11-20
CUST_333,PROD_2,Electronics,61,2024-05-03
CUST_320,PROD_45,Electronics,352,2024-04-14
CUST_56,PROD_29,Food,26,2024-05-19
CUST_166,PROD_28,Clothing,66,2024-10-10
CUST_326,PROD_8,Electronics,201,2024-10-20
CUST_7,PROD_41,Home,470,2024-09-03
CUST_16,PROD_38,Clothing,191,2024-04-02
CUST_369,PROD_7,Electronics,100,2024-08-22
CUST_389,PROD_10,Food,192,2025-01-16
CUST_300,PROD_22,Clothing,305,2025-02-20
CUST_325,PROD_11,Clothing,358,2025-01-01
CUST_43,PROD_15,Home,362,2024-08-18
CUST_70,PROD_32,Toys,243,2024-09-22
CUST_196,PROD_27,Electronics,242,2024-12-26
CUST_212,PROD_48,Toys,416,2024-03-16
CUST_224,PROD_1,Toys,274,2024-06-05
CUST_495,PROD_31,Home,245,2024-04-24
CUST_485,PROD_7,Electronics,277,2025-02-16
CUST_240,PROD_34,Toys,182,2025-01-16
CUST_324,PROD_20,Toys,146,2024-08-22
CUST_335,PROD_48,Toys,43,2024-12-25
CUST_345,PROD_13,Toys,71,2024-11-29
CUST_259,PROD_33,Home,14,2025-01-12
CUST_38,PROD_14,Toys,231,2024-09-03
CUST_487,PROD_46,Clothing,133,2024-10-22
CUST_318,PROD_37,Home,496,2025-01-15
CUST_403,PROD_38,Toys,291,2024-08-19
CUST_135,PROD_36,Clothing,158,2024-04-14
CUST_454,PROD_23,Toys,282,2024-10-05
CUST_395,PROD_8,Food,319,2024-11-13
CUST_71,PROD_46,Food,462,2024-12-09
CUST_237,PROD_27,Electronics,463,2025-01-04
CUST_256,PROD_42,Food,129,2024-09-25
CUST_406,PROD_17,Clothing,220,2024-03-28
CUST_426,PROD_34,Toys,367,2024-04-26
CUST_76,PROD_32,Home,334,2024-12-19
CUST_11,PROD_50,Toys,274,2024-12-04
CUST_155,PROD_47,Toys,18,2025-01-25
CUST_235,PROD_36,Food,298,2024-11-25
CUST_246,PROD_17,Home,183,2025-01-20
CUST_246,PROD_47,Toys,500,2024-03-15
CUST_204,PROD_5,Toys,206,2024-10-26
CUST_156,PROD_41,Home,411,2024-09-03
CUST_500,PROD_29,Toys,337,2024-08-31
CUST_155,PROD_19,Food,162,2024-10-25
CUST_362,PROD_9,Toys,457,2024-07-28
CUST_447,PROD_1,Toys,408,2025-01-04
CUST_423,PROD_30,Food,274,2024-10-07
CUST_78,PROD_34,Food,403,2025-01-10
CUST_230,PROD_50,Electronics,109,2025-01-25
CUST_213,PROD_30,Food,408,2024-11-08
CUST_47,PROD_24,Home,393,2024-09-08
CUST_204,PROD_5,Food,318,2024-05-31
CUST_202,PROD_48,Clothing,189,2024-12-11
CUST_458,PROD_7,Home,59,2025-02-02
CUST_339,PROD_23,Home,430,2024-06-22
CUST_317,PROD_6,Home,39,2025-01-03
CUST_341,PROD_40,Home,488,2024-10-24
CUST_77,PROD_31,Home,94,2024-08-13
CUST_135,PROD_7,Food,84,2024-05-10
CUST_341,PROD_47,Home,406,2024-09-21
CUST_203,PROD_30,Food,54,2024-12-27
CUST_197,PROD_6,Home,396,2024-06-17
CUST_145,PROD_39,Food,69,2024-11-04
CUST_474,PROD_10,Electronics,379,2025-02-23
CUST_213,PROD_14,Toys,30,2024-12-09
CUST_272,PROD_48,Clothing,155,2024-06-23
CUST_494,PROD_39,Home,143,2024-04-29
CUST_436,PROD_26,Home,78,2025-01-16
CUST_321,PROD_31,Home,173,2024-04-19
CUST_243,PROD_41,Home,19,2024-08-01
CUST_139,PROD_22,Electronics,435,2024-08-16
CUST_139,PROD_18,Food,150,2025-01-13
CUST_111,PROD_28,Toys,372,2024-05-18
CUST_59,PROD_19,Home,189,2024-05-19
CUST_66,PROD_21,Electronics,288,2024-11-15
CUST_410,PROD_23,Home,320,2024-04-27
CUST_245,PROD_5,Toys,143,2025-02-13
CUST_212,PROD_42,Home,430,2024-12-06
CUST_73,PROD_12,Home,24,2024-10-12
CUST_165,PROD_6,Toys,257,2024-05-19
CUST_168,PROD_5,Electronics,464,2024-03-29
CUST_307,PROD_38,Clothing,167,2024-05-24
CUST_362,PROD_10,Home,266,2024-05-15
CUST_110,PROD_37,Food,299,2025-01-13
CUST_226,PROD_8,Toys,198,2024-11-19
CUST_439,PROD_38,Electronics,246,2024-06-20
CUST_242,PROD_41,Toys,323,2024-11-30
CUST_37,PROD_9,Clothing,158,2024-06-28
CUST_213,PROD_15,Toys,322,2024-04-21
CUST_361,PROD_18,Home,78,2024-08-16
CUST_50,PROD_10,Clothing,206,2024-05-26
CUST_121,PROD_44,Toys,498,2024-11-11
CUST_314,PROD_40,Clothing,459,2024-05-12
CUST_235,PROD_50,Electronics,457,2024-03-02
CUST_200,PROD_41,Toys,136,2024-11-18
CUST_197,PROD_26,Electronics,84,2024-11-26
CUST_363,PROD_14,Clothing,72,2024-08-27
CUST_209,PROD_50,Electronics,32,2024-10-24
CUST_288,PROD_39,Electronics,288,2024-12-27
CUST_140,PROD_22,Electronics,268,2024-05-11
CUST_311,PROD_43,Toys,54,2024-06-29
CUST_206,PROD_47,Toys,459,2024-04-22
CUST_373,PROD_2,Home,491,2024-12-22
CUST_36,PROD_11,Home,317,2025-01-13
CUST_474,PROD_21,Clothing,320,2025-01-22
CUST_333,PROD_34,Toys,239,2024-04-07
CUST_273,PROD_17,Toys,472,2024-12-17
CUST_413,PROD_24,Food,390,2024-08-12
CUST_244,PROD_5,Electronics,470,2024-10-14
CUST_52,PROD_49,Home,459,2024-05-18
CUST_301,PROD_30,Toys,364,2024-07-20
CUST_319,PROD_40,Clothing,379,2024-03-06
CUST_487,PROD_3,Home,497,2025-02-28
CUST_297,PROD_20,Home,198,2024-07-16
CUST_401,PROD_15,Clothing,209,2024-06-26
CUST_480,PROD_47,Home,316,2024-04-27
CUST_352,PROD_16,Electronics,489,2025-01-30
CUST_353,PROD_22,Electronics,345,2024-09-26
CUST_259,PROD_1,Home,435,2024-04-18
CUST_442,PROD_18,Food,49,2024-08-19
CUST_95,PROD_47,Home,244,2024-10-05
CUST_334,PROD_47,Food,255,2024-07-26
CUST_444,PROD_38,Electronics,149,2024-10-21
CUST_416,PROD_13,Home,239,2024-05-17
CUST_90,PROD_13,Electronics,96,2025-02-24
CUST_479,PROD_26,Home,393,2024-07-23
CUST_302,PROD_22,Electronics,375,2024-05-03
CUST_302,PROD_42,Clothing,192,2025-01-31
CUST_376,PROD_17,Food,93,2024-10-14
CUST_129,PROD_15,Electronics,104,2024-03-31
CUST_293,PROD_30,Toys,189,2024-12-05
CUST_452,PROD_50,Clothing,204,2024-09-21
CUST_48,PROD_11,Electronics,80,2024-10-25
CUST_115,PROD_3,Electronics,474,2025-01-23
CUST_178,PROD_43,Clothing,286,2025-01-02
CUST_238,PROD_36,Food,49,2024-06-26
CUST_432,PROD_41,Food,44,2024-07-16
CUST_376,PROD_28,Electronics,277,2024-04-11
CUST_453,PROD_20,Toys,380,2024-07-17
CUST_452,PROD_50,Home,37,2024-10-05
CUST_429,PROD_14,Clothing,403,2024-10-03
CUST_282,PROD_42,Home,233,2024-04-02
CUST_5,PROD_31,Electronics,52,2024-05-18
CUST_229,PROD_44,Toys,381,2025-02-16
CUST_300,PROD_20,Electronics,217,2024-05-05
CUST_458,PROD_32,Toys,272,2024-04-23
CUST_148,PROD_21,Electronics,75,2024-11-22
CUST_11,PROD_27,Clothing,227,2024-03-09
CUST_11,PROD_5,Toys,436,2024-11-03
CUST_402,PROD_30,Electronics,320,2025-01-13
CUST_193,PROD_31,Food,401,2024-11-08
CUST_445,PROD_44,Food,296,2024-09-11
CUST_487,PROD_2,Electronics,38,2024-04-01
CUST_463,PROD_48,Home,416,2024-12-06
CUST_194,PROD_33,Toys,351,2024-09-05
CUST_394,PROD_6,Clothing,149,2024-06-21
CUST_475,PROD_6,Clothing,12,2024-03-26
CUST_21,PROD_5,Home,295,2024-07-16
CUST_308,PROD_19,Toys,164,2025-02-03
CUST_46,PROD_25,Clothing,257,2024-06-29
CUST_187,PROD_21,Toys,70,2024-12-11
CUST_372,PROD_31,Electronics,218,2024-08-22
CUST_494,PROD_43,Clothing,301,2025-01-08
CUST_407,PROD_1,Electronics,352,2024-08-23
CUST_427,PROD_31,Electronics,419,2024-12-20
CUST_472,PROD_34,Electronics,218,2024-08-31
CUST_414,PROD_12,Home,270,2024-06-21
CUST_444,PROD_47,Food,452,2024-11-17
CUST_47,PROD_34,Home,427,2024-06-20
CUST_170,PROD_50,Electronics,242,2024-10-01
CUST_446,PROD_37,Clothing,388,2024-07-13
CUST_214,PROD_43,Toys,207,2024-12-11
CUST_351,PROD_44,Food,150,2024-04-10
CUST_170,PROD_22,Food,12,2024-06-12
CUST_452,PROD_46,Home,39,2024-07-06
CUST_462,PROD_8,Food,441,2024-05-20
CUST_483,PROD_28,Home,464,2025-02-06
CUST_195,PROD_34,Electronics,121,2024-08-18
CUST_441,PROD_25,Home,156,2024-09-24
CUST_300,PROD_16,Toys,449,2024-09-23
CUST_111,PROD_21,Clothing,265,2024-06-09
CUST_418,PROD_7,Food,326,2024-08-26
CUST_132,PROD_37,Home,140,2024-08-15
CUST_23,PROD_21,Clothing,159,2024-08-21
CUST_386,PROD_23,Food,41,2024-05-11
CUST_338,PROD_32,Home,379,2024-05-23
CUST_153,PROD_16,Clothing,104,2024-10-23
CUST_364,PROD_3,Electronics,114,2024-12-20
CUST_382,PROD_10,Home,284,2025-02-07
CUST_68,PROD_16,Electronics,236,2024-05-15
CUST_351,PROD_24,Toys,51,2024-04-04
CUST_374,PROD_2,Home,349,2024-10-05
CUST_300,PROD_23,Electronics,184,2024-11-24
CUST_260,PROD_14,Toys,442,2024-05-03
CUST_307,PROD_23,Food,214,2024-05-14
CUST_332,PROD_30,Toys,205,2024-06-27
CUST_131,PROD_29,Food,116,2024-11-21
CUST_148,PROD_19,Food,67,2025-01-13
CUST_155,PROD_38,Clothing,301,2024-06-01
CUST_354,PROD_7,Food,450,2024-04-03
CUST_26,PROD_9,Food,130,2024-12-01
CUST_368,PROD_46,Food,381,2024-04-06
CUST_374,PROD_33,Food,30,2025-01-29
CUST_67,PROD_34,Clothing,188,2024-09-13
CUST_331,PROD_43,Clothing,50,2025-02-27
CUST_177,PROD_29,Food,446,2024-09-13
CUST_443,PROD_42,Food,368,2024-10-06
CUST_425,PROD_35,Toys,343,2025-02-17
CUST_378,PROD_49,Food,403,2025-03-01
CUST_246,PROD_9,Food,214,2024-04-11
CUST_142,PROD_17,Home,292,2024-08-18
CUST_335,PROD_25,Food,118,2024-05-26
CUST_15,PROD_25,Food,119,2025-02-09
CUST_398,PROD_21,Clothing,110,2024-07-05
CUST_498,PROD_8,Home,469,2025-01-03
CUST_405,PROD_46,Food,132,2024-11-03
CUST_200,PROD_19,Food,471,2024-06-17
CUST_57,PROD_32,Food,106,2025-02-19
CUST_241,PROD_6,Food,67,2024-06-09
CUST_464,PROD_36,Toys,129,2024-03-07
CUST_192,PROD_3,Electronics,118,2024-04-25
CUST_380,PROD_13,Food,232,2024-07-01
CUST_102,PROD_3,Electronics,339,2024-05-13
CUST_454,PROD_35,Food,441,2024-12-01
CUST_214,PROD_28,Clothing,451,2024-10-31
CUST_284,PROD_45,Home,98,2024-03-02
CUST_255,PROD_25,Food,89,2024-11-22
CUST_335,PROD_33,Clothing,255,2024-11-23
CUST_42,PROD_23,Food,265,2024-05-28
CUST_397,PROD_28,Electronics,315,2024-04-11
CUST_209,PROD_25,Clothing,438,2024-09-02
CUST_292,PROD_14,Food,478,2024-08-20
CUST_462,PROD_19,Electronics,427,2024-04-14
CUST_482,PROD_22,Home,40,2025-02-07
CUST_194,PROD_6,Electronics,378,2025-02-05
CUST_174,PROD_46,Toys,263,2024-07-16
CUST_474,PROD_37,Home,387,2024-03-18
CUST_494,PROD_3,Electronics,25,2024-07-01
CUST_201,PROD_12,Clothing,22,2024-05-28
CUST_470,PROD_12,Toys,323,2024-10-24
CUST_124,PROD_31,Food,98,2024-12-06
CUST_270,PROD_40,Clothing,274,2024-07-07
CUST_201,PROD_6,Toys,248,2024-03-03
